simulation_number,shower_length,total_water,water_type,heat_type,total_heat,total_CO2eq
439,6.583345372154745,74.82120140724741,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",10.774253002643627,0.7903024837642698
440,10.861546400033198,123.44391868431731,"tap water production, conventional with biological treatment","Heat, central or small-scale, other than natural gas {CH}",17.775924290541692,1.890492778889212
441,17.54438974372141,199.39593692508618,"tap water production, underground water with disinfection","Heat, central or small-scale, other than natural gas {CH}",28.71301491721241,3.023437136920897
442,7.016067254113148,79.73918295812811,"tap water production, underground water without treatment","Heat, central or small-scale, other than natural gas {CH}",11.482442345970448,0.0702226636648962
443,12.1764867154205,138.38851123026495,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, other than natural gas {CH}",19.92794561715815,2.8779602434951443
444,8.935879061942886,101.55827611176984,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",14.624391760094856,0.48819385915925095
445,12.350669577895392,140.36813865343618,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",20.213011966094808,2.1398689028803
446,13.923339907562344,158.24189080092523,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",22.786832275333232,1.7215194945399102
447,10.074217460831868,114.49574814128287,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",16.487387732344732,1.254686453993583
448,9.517663043162825,108.17038195973022,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",15.576535002201151,1.17678966254121
449,10.055036342388307,114.27775041442015,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",16.4559960596765,1.8776501118511695
450,8.016605239116092,91.1105222787332,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",13.119915208137579,1.496999037232491
451,10.452180835043551,118.79138693095784,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",17.105959718057928,1.8109379896472348
452,9.166235294710717,104.17632652732861,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",15.001391019935319,0.500778910666412
453,6.926932224102363,78.72614328667379,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",11.336564633281025,0.3784390714307454
454,9.246794920177107,105.09190479666987,"tap water production, conventional with biological treatment","Heat, borehole heat pump {CH}",15.13323429072046,0.4739243299423211
455,14.301079722511489,162.53498878928065,"tap water production, underground water with disinfection","Heat, central or small-scale, other than natural gas {CH}",23.40503838565641,2.464515218979407
456,7.951961209009444,90.37582833166437,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",13.014119279759667,0.9903715152484631
457,8.248353425039587,93.74439255509554,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",13.499192527933758,1.5402750625399437
458,8.269904361980366,93.98932380238831,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",13.534462627543917,1.0225133963293709
459,7.865700254666806,89.39545317684556,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",12.87294525746576,0.004608219458431023
460,5.014427773393838,56.99009989086999,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",8.206574384285279,0.6245184428733719
461,7.648960188074304,86.9321535535068,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",12.518230111704977,0.5048206055683162
462,10.883184748913203,123.68984338796707,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",17.811337447867256,2.0322962906606534
463,7.5010731557461705,85.25138415651527,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",12.276199318538199,0.9334118518033708
464,13.502698821823804,153.46121021726245,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",22.09841427128579,1.6816842965685292
465,7.215741392443499,82.00852446693368,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, other than natural gas {CH}",11.809227523238448,0.5061501461398047
466,15.736496055623881,178.84881838377794,"tap water production, underground water with chemical treatment","Heat, borehole heat pump {CH}",25.75422984726402,0.8082267918350252
467,9.012048082447238,102.42395416783143,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",14.749049400167724,0.49235520107207614
468,6.298527871226037,71.58418642525494,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",10.30812284523671,0.772918036820415
469,8.285773341543884,94.16967832564809,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",13.560433678893324,0.004854324561630399
470,5.0623855853289355,57.535151214020054,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",8.285061774818887,0.6259270786952577
471,9.183338304464254,104.37070608135475,"tap water production, underground water with chemical treatment","Heat, borehole heat pump {CH}",15.029381675715083,0.471656462144907
472,8.107064870507669,92.13861634291553,"tap water production, underground water without treatment","Heat, central or small-scale, other than natural gas {CH}",13.267960753379835,0.038367030563827814
473,14.356673694178891,163.1668267859243,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",23.496023057173094,1.7750980587533718
474,8.0272731801791,91.23176582920101,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",13.137374279404945,0.9636398477562256
475,11.495462630726374,130.64851927729717,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",18.81338677593079,2.146631395390611
476,16.927386539616425,192.3835566847121,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",27.70323216259854,2.9328278790640443
477,9.921142205464127,112.75601342209605,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",16.23686593278183,0.6547814203426636
478,9.739730730780096,110.69423119473022,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",15.93996929204115,0.6428085183722991
